week,away_name,home_name,away_team_win_%,home_team_win_%,predicted_winner,actual_winner
12,Atlanta Falcons,Jacksonville Jaguars,0.5916977902393176,0.40830220976068243,Atlanta Falcons,Atlanta Falcons
12,Buffalo Bills,New Orleans Saints,0.8673771970645452,0.1326228029354548,Buffalo Bills,Buffalo Bills
12,Carolina Panthers,Miami Dolphins,0.415437576697052,0.584562423302948,Miami Dolphins,Miami Dolphins
12,Chicago Bears,Detroit Lions,0.6055129066639041,0.3944870933360959,Chicago Bears,Chicago Bears
12,Cleveland Browns,Baltimore Ravens,0.30085250845996986,0.6991474915400302,Baltimore Ravens,Baltimore Ravens
12,Las Vegas Raiders,Dallas Cowboys,0.39616296651720934,0.6038370334827907,Dallas Cowboys,Las Vegas Raiders
12,Los Angeles Chargers,Denver Broncos,0.3778699437305767,0.6221300562694233,Denver Broncos,Denver Broncos
12,Los Angeles Rams,Green Bay Packers,0.33034220947604165,0.6696577905239584,Green Bay Packers,Green Bay Packers
12,Minnesota Vikings,San Francisco 49ers,0.4768177821172524,0.5231822178827477,San Francisco 49ers,San Francisco 49ers
12,New York Jets,Houston Texans,0.6523620053932961,0.34763799460670386,New York Jets,New York Jets
12,Philadelphia Eagles,New York Giants,0.4423952571049171,0.5576047428950829,New York Giants,New York Giants
12,Pittsburgh Steelers,Cincinnati Bengals,0.15643853007489292,0.843561469925107,Cincinnati Bengals,Cincinnati Bengals
12,Seattle Seahawks,Washington Football Team,0.33389481230615037,0.6661051876938496,Washington Football Team,Washington Football Team
12,Tampa Bay Buccaneers,Indianapolis Colts,0.5266200832384905,0.4733799167615095,Tampa Bay Buccaneers,Tampa Bay Buccaneers
12,Tennessee Titans,New England Patriots,0.5098046532445584,0.49019534675544163,Tennessee Titans,New England Patriots
