week,away_name,home_name,away_team_win_%,home_team_win_%,predicted_winner,actual_winner
13,Arizona Cardinals,Chicago Bears,0.7936740177956317,0.20632598220436826,Arizona Cardinals,
13,Baltimore Ravens,Pittsburgh Steelers,0.8746181789260212,0.12538182107397877,Baltimore Ravens,
13,Dallas Cowboys,New Orleans Saints,0.8262871617116019,0.17371283828839812,Dallas Cowboys,Dallas Cowboys
13,Denver Broncos,Kansas City Chiefs,0.33383614333649014,0.6661638566635099,Kansas City Chiefs,
13,Indianapolis Colts,Houston Texans,0.9157529490040219,0.08424705099597807,Indianapolis Colts,
13,Jacksonville Jaguars,Los Angeles Rams,0.169028102772112,0.830971897227888,Los Angeles Rams,
13,Los Angeles Chargers,Cincinnati Bengals,0.25212796256872744,0.7478720374312726,Cincinnati Bengals,
13,Minnesota Vikings,Detroit Lions,0.6845234316147136,0.31547656838528637,Minnesota Vikings,
13,New England Patriots,Buffalo Bills,0.36886318752013086,0.6311368124798691,Buffalo Bills,
13,New York Giants,Miami Dolphins,0.4362239649674674,0.5637760350325326,Miami Dolphins,
13,Philadelphia Eagles,New York Jets,0.3916260252487084,0.6083739747512916,New York Jets,
13,San Francisco 49ers,Seattle Seahawks,0.734312201220657,0.265687798779343,San Francisco 49ers,
13,Tampa Bay Buccaneers,Atlanta Falcons,0.8598124982152677,0.14018750178473227,Tampa Bay Buccaneers,
13,Washington Football Team,Las Vegas Raiders,0.4527251245118757,0.5472748754881243,Las Vegas Raiders,
